term.id,query.number,significant,p.value,term.size,query.size,overlap.size,recall,precision,term.id,domain,subgraph.number,term.name,relative.depth,intersection
GO:0006810,1,True,0.000211,4965,526,188,0.357,0.038,GO:0006810,BP,13,    transport,2,"COPZ2,ABCB4,AP2B1,VPS41,TRAPPC6A,ATP1A2,ANO2,PHPT1,VMP1,RPL18,MYLK,SYT1,MEF2C,TRPM3,RPS5,FTL,P2RX7,CAPN3,SYNGR1,PABPN1,AVP,CST3,LMF1,BMF,SCG3,NCALD,RPS16,CLIP3,TGFB1,RPS19,CD33,SCN1B,RPL28,RPL19,VAT1,RPL34,CRYAB,RPS13,SLC6A12,OAS2,COX6A1,RPS12,RPL24,MPV17,RPS15,CHMP3,CD207,RPL22,KDM5B,CTSD,RPS25,SLC17A5,A1BG,RPL5,TWIST1,PLAU,RPS10,SOX4,RPL23,C3,RTN2,CITED1,ERGIC3,COX6B1,MAP2K2,COX7C,ATF4,ATP6V1F,VPS13C,RPL36,CHMP2A,SLC35D2,COX4I1,RPL27,SYT11,TPT1,SLC2A11,TRPM1,RPS15A,TCN1,ADAMTS8,BLOC1S1,HTR2B,RTP4,RPL35,NOV,FXYD6,RPLP1,RBP4,STON2,ITGAX,TP53,RPS11,RPL13A,RPL11,HSPG2,RPS8,SELENBP1,LYST,RPS27A,TRPM8,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,GRID2,CLEC4F,BANK1,SLC5A10,UCHL1,RPL30,EEF1A1,PKD1L1,GIP,RPL26,RPL29,ITIH3,RFTN2,GABRG1,RHOBTB3,BRI3,COX6C,RPL27A,TMPRSS5,RPL13,TUBA1A,TRAPPC9,RAB26,FTH1,RPSA,SCARA5,SLC16A4,LRP1B,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,SLCO4C1,RPL4,RPL15,CNIH2,A2M,ORAI3,COX8A,RPLP2,RPS27,SLC25A42,ANXA2,SMDT1,NDUFA13,RPS23,SLC24A5,SERPINA5,RPL14,SLC35F1,TOMM7,GSTK1,TTC30A,PSAP,RPL37A,RPL12,RPS4X,RPL23A,MT-CO2,RPL10A,RYR3,RPL39,CFI,RPS29,HBE1,FIS1,UBA52,RPL41,RPS18,RPS28,HLA-B,RPL36A,STON1,PRAF2,TICAM2,TXNIP"
GO:0071705,1,True,5.02e-07,2231,526,110,0.209,0.049,GO:0071705,BP,13,     nitrogen compound transport,3,"COPZ2,AP2B1,VPS41,ATP1A2,PHPT1,RPL18,SYT1,RPS5,P2RX7,SYNGR1,PABPN1,AVP,LMF1,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,SLC6A12,RPS12,RPL24,MPV17,RPS15,CHMP3,RPL22,RPS25,SLC17A5,RPL5,TWIST1,RPS10,SOX4,RPL23,RTN2,ATP6V1F,RPL36,CHMP2A,SLC35D2,RPL27,SYT11,RPS15A,TCN1,HTR2B,RTP4,RPL35,NOV,RPLP1,RBP4,TP53,RPS11,RPL13A,RPL11,RPS8,SELENBP1,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,BANK1,RPL30,GIP,RPL26,RPL29,RFTN2,RPL27A,RPL13,RAB26,RPSA,LRP1B,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,SLC25A42,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,PSAP,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,PRAF2,TXNIP"
GO:0042886,1,True,6.93e-08,1938,526,102,0.194,0.053,GO:0042886,BP,13,      amide transport,4,"COPZ2,AP2B1,VPS41,PHPT1,RPL18,RPS5,P2RX7,SYNGR1,PABPN1,LMF1,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,MPV17,RPS15,CHMP3,RPL22,RPS25,RPL5,TWIST1,RPS10,SOX4,RPL23,RTN2,ATP6V1F,RPL36,CHMP2A,RPL27,SYT11,RPS15A,HTR2B,RTP4,RPL35,NOV,RPLP1,RBP4,TP53,RPS11,RPL13A,RPL11,RPS8,SELENBP1,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,BANK1,RPL30,GIP,RPL26,RPL29,RFTN2,RPL27A,RPL13,RAB26,RPSA,LRP1B,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,PSAP,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,PRAF2,TXNIP"
GO:0071702,1,True,1.63e-05,2636,526,119,0.226,0.045,GO:0071702,BP,13,     organic substance transport,3,"COPZ2,ABCB4,AP2B1,VPS41,ATP1A2,PHPT1,RPL18,SYT1,RPS5,P2RX7,SYNGR1,PABPN1,AVP,LMF1,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,SLC6A12,RPS12,RPL24,MPV17,RPS15,CHMP3,RPL22,KDM5B,RPS25,SLC17A5,RPL5,TWIST1,RPS10,SOX4,RPL23,C3,RTN2,ATP6V1F,RPL36,CHMP2A,SLC35D2,RPL27,SYT11,SLC2A11,RPS15A,TCN1,HTR2B,RTP4,RPL35,NOV,RPLP1,RBP4,TP53,RPS11,RPL13A,RPL11,RPS8,SELENBP1,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,BANK1,SLC5A10,RPL30,GIP,RPL26,RPL29,RFTN2,RPL27A,RPL13,RAB26,RPSA,SLC16A4,LRP1B,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,SLCO4C1,RPL4,RPL15,RPLP2,RPS27,SLC25A42,ANXA2,NDUFA13,RPS23,SERPINA5,RPL14,TOMM7,GSTK1,PSAP,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,PRAF2,TXNIP"
GO:0015833,1,True,7.89e-08,1915,526,101,0.192,0.053,GO:0015833,BP,13,      peptide transport,4,"COPZ2,AP2B1,VPS41,PHPT1,RPL18,RPS5,P2RX7,SYNGR1,PABPN1,LMF1,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,MPV17,RPS15,CHMP3,RPL22,RPS25,RPL5,TWIST1,RPS10,SOX4,RPL23,RTN2,ATP6V1F,RPL36,CHMP2A,RPL27,SYT11,RPS15A,HTR2B,RTP4,RPL35,NOV,RPLP1,RBP4,TP53,RPS11,RPL13A,RPL11,RPS8,SELENBP1,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,BANK1,RPL30,GIP,RPL26,RPL29,RFTN2,RPL27A,RPL13,RAB26,RPSA,LRP1B,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,PRAF2,TXNIP"
GO:0033036,1,True,0.000914,2926,526,122,0.232,0.042,GO:0033036,BP,13,   macromolecule localization,1,"COPZ2,ABCB4,AP2B1,VPS41,PHPT1,RPL18,ROPN1,TP53INP2,RPS5,P2RX7,CAPN3,SYNGR1,PABPN1,LMF1,BMF,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,ROPN1B,MPV17,RPS15,CHMP3,RPL22,KDM5B,RPS25,RPL5,TWIST1,RPS10,SOX4,SOX9,RPL23,C3,RTN2,ATP6V1F,NEDD8,RPL36,CHMP2A,RPL27,SYT11,RPS15A,HTR2B,RTP4,RPL35,NOV,RPLP1,RBP4,TP53,RPS11,RPL13A,RPL11,RPS8,SELENBP1,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,GRID2,BANK1,MARVELD1,RPL30,GIP,RPL26,RPL29,GBP2,CADM3,RFTN2,RPL27A,RPL13,RAB26,RPSA,LRP1B,TMEM150A,VAMP5,NLGN2,GABARAP,RPS9,MCC,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,ANXA2,NDUFA13,RPS23,LAMTOR4,SERPINA5,RPL14,TOMM7,GSTK1,PSAP,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,TAX1BP3,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,PRAF2,TXNIP"
GO:0008104,1,True,2.74e-05,2600,526,117,0.222,0.045,GO:0008104,BP,13,    protein localization,2,"COPZ2,AP2B1,VPS41,PHPT1,RPL18,ROPN1,TP53INP2,RPS5,P2RX7,CAPN3,SYNGR1,PABPN1,LMF1,BMF,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,ROPN1B,MPV17,RPS15,CHMP3,RPL22,RPS25,RPL5,TWIST1,RPS10,SOX4,SOX9,RPL23,RTN2,ATP6V1F,NEDD8,RPL36,CHMP2A,RPL27,SYT11,RPS15A,HTR2B,RTP4,RPL35,NOV,RPLP1,RBP4,TP53,RPS11,RPL13A,RPL11,RPS8,SELENBP1,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,GRID2,BANK1,MARVELD1,RPL30,GIP,RPL26,RPL29,GBP2,CADM3,RFTN2,RPL27A,RPL13,RAB26,RPSA,LRP1B,TMEM150A,VAMP5,NLGN2,GABARAP,RPS9,MCC,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,ANXA2,NDUFA13,RPS23,LAMTOR4,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,TAX1BP3,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,PRAF2,TXNIP"
GO:0045184,1,True,1.2e-07,1984,526,103,0.196,0.052,GO:0045184,BP,13,     establishment of protein localization,3,"COPZ2,AP2B1,VPS41,PHPT1,RPL18,RPS5,P2RX7,SYNGR1,PABPN1,LMF1,BMF,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,MPV17,RPS15,CHMP3,RPL22,RPS25,RPL5,TWIST1,RPS10,SOX4,RPL23,RTN2,ATP6V1F,RPL36,CHMP2A,RPL27,SYT11,RPS15A,HTR2B,RTP4,RPL35,NOV,RPLP1,RBP4,TP53,RPS11,RPL13A,RPL11,RPS8,SELENBP1,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,BANK1,RPL30,GIP,RPL26,RPL29,RFTN2,RPL27A,RPL13,RAB26,RPSA,LRP1B,VAMP5,NLGN2,GABARAP,RPS9,MCC,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,PRAF2,TXNIP"
GO:0015031,1,True,2.53e-08,1878,526,101,0.192,0.054,GO:0015031,BP,13,      protein transport,4,"COPZ2,AP2B1,VPS41,PHPT1,RPL18,RPS5,P2RX7,SYNGR1,PABPN1,LMF1,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,MPV17,RPS15,CHMP3,RPL22,RPS25,RPL5,TWIST1,RPS10,SOX4,RPL23,RTN2,ATP6V1F,RPL36,CHMP2A,RPL27,SYT11,RPS15A,HTR2B,RTP4,RPL35,NOV,RPLP1,RBP4,TP53,RPS11,RPL13A,RPL11,RPS8,SELENBP1,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,BANK1,RPL30,GIP,RPL26,RPL29,RFTN2,RPL27A,RPL13,RAB26,RPSA,LRP1B,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,PRAF2,TXNIP"
GO:0051641,1,True,6.25e-07,2673,526,125,0.238,0.047,GO:0051641,BP,13,   cellular localization,1,"COPZ2,AP2B1,VPS41,TRAPPC6A,ATP1A2,PHPT1,RPL18,ROPN1,SYT1,TP53INP2,MEF2C,RPS5,FTL,P2RX7,CAPN3,SYNGR1,PABPN1,LMF1,BMF,TUBB4A,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,CRYAB,RPS13,RPS12,RPL24,ROPN1B,MPV17,RPS15,CHMP3,RPL22,RPS25,RPL5,RPS10,SOX9,RPL23,RTN2,CITED1,MAP2K2,VPS13C,RPL36,CHMP2A,RPL27,SYT11,TRPM1,RPS15A,BLOC1S1,HTR2B,RTP4,RPL35,RPLP1,STON2,TP53,RPS11,RPL13A,RPL11,RPS8,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,GRID2,UCHL1,MARVELD1,RPL30,RPL26,RPL29,GBP2,RFTN2,RHOBTB3,RPL27A,RPL13,TUBA1A,TRAPPC9,RAB26,FTH1,RPSA,TMEM150A,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,CNIH2,RPLP2,RPS27,ANXA2,NDUFA13,RPS23,LAMTOR4,RPL14,TOMM7,GSTK1,TTC30A,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RYR3,RPL39,RPS29,TAX1BP3,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,TXNIP"
GO:0070727,1,True,1.29e-08,1697,526,95,0.181,0.056,GO:0070727,BP,13,    cellular macromolecule localization,2,"COPZ2,AP2B1,VPS41,RPL18,ROPN1,TP53INP2,RPS5,CAPN3,SYNGR1,PABPN1,BMF,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,ROPN1B,MPV17,RPS15,RPL22,RPS25,RPL5,RPS10,SOX9,RPL23,RTN2,RPL36,RPL27,SYT11,RPS15A,RTP4,RPL35,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,AKAP6,GRID2,RPL30,RPL26,RPL29,GBP2,RFTN2,RPL27A,RPL13,RAB26,RPSA,TMEM150A,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,ANXA2,NDUFA13,RPS23,LAMTOR4,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,TAX1BP3,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,TXNIP"
GO:0034613,1,True,8.87e-09,1686,526,95,0.181,0.056,GO:0034613,BP,13,     cellular protein localization,3,"COPZ2,AP2B1,VPS41,RPL18,ROPN1,TP53INP2,RPS5,CAPN3,SYNGR1,PABPN1,BMF,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,ROPN1B,MPV17,RPS15,RPL22,RPS25,RPL5,RPS10,SOX9,RPL23,RTN2,RPL36,RPL27,SYT11,RPS15A,RTP4,RPL35,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,AKAP6,GRID2,RPL30,RPL26,RPL29,GBP2,RFTN2,RPL27A,RPL13,RAB26,RPSA,TMEM150A,VAMP5,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,ANXA2,NDUFA13,RPS23,LAMTOR4,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,TAX1BP3,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,TXNIP"
GO:0033365,1,True,3.05e-17,842,526,76,0.144,0.09,GO:0033365,BP,13,      protein localization to organelle,4,"VPS41,RPL18,ROPN1,RPS5,BMF,RPS16,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,ROPN1B,MPV17,RPS15,RPL22,RPS25,RPL5,RPS10,SOX9,RPL23,RPL36,RPL27,SYT11,RPS15A,RPL35,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,GBP2,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,LAMTOR4,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,TXNIP"
GO:0070972,1,True,3.86e-57,125,526,60,0.114,0.48,GO:0070972,BP,13,       protein localization to endoplasmic reticulum,5,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0072594,1,True,1.57e-25,526,526,70,0.133,0.133,GO:0072594,BP,13,       establishment of protein localization to organelle,5,"VPS41,RPL18,RPS5,BMF,RPS16,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,MPV17,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,TXNIP"
GO:0072599,1,True,2.47e-63,105,526,60,0.114,0.571,GO:0072599,BP,13,        establishment of protein localization to endoplasmic reticulum,6,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0072657,1,True,2.76e-29,547,526,76,0.144,0.139,GO:0072657,BP,13,      protein localization to membrane,4,"AP2B1,RPL18,RPS5,CAPN3,BMF,RPS16,CLIP3,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RTP4,RPL35,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RFTN2,RPL27A,RPL13,RAB26,RPSA,TMEM150A,VAMP5,NLGN2,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,ANXA2,NDUFA13,RPS23,RPL14,TOMM7,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0090150,1,True,1.3699999999999999e-42,284,526,69,0.131,0.243,GO:0090150,BP,13,       establishment of protein localization to membrane,5,"RPL18,RPS5,BMF,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RTP4,RPL35,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RFTN2,RPL27A,RPL13,RAB26,RPSA,VAMP5,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,RPL14,TOMM7,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0051649,1,True,2.51e-09,2021,526,109,0.207,0.054,GO:0051649,BP,13,    establishment of localization in cell,2,"COPZ2,AP2B1,VPS41,TRAPPC6A,ATP1A2,PHPT1,RPL18,SYT1,MEF2C,RPS5,P2RX7,CAPN3,SYNGR1,PABPN1,LMF1,BMF,RPS16,TGFB1,RPS19,RPL28,RPL19,RPL34,CRYAB,RPS13,RPS12,RPL24,MPV17,RPS15,CHMP3,RPL22,RPS25,RPL5,RPS10,RPL23,RTN2,CITED1,MAP2K2,VPS13C,RPL36,CHMP2A,RPL27,SYT11,TRPM1,RPS15A,BLOC1S1,HTR2B,RTP4,RPL35,RPLP1,STON2,TP53,RPS11,RPL13A,RPL11,RPS8,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,SIDT2,FAU,AKAP6,UCHL1,RPL30,RPL26,RPL29,RFTN2,RHOBTB3,RPL27A,RPL13,TUBA1A,TRAPPC9,RPSA,NLGN2,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,CNIH2,RPLP2,RPS27,ANXA2,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,TTC30A,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RYR3,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,TXNIP"
GO:0046907,1,True,2.4e-10,1662,526,98,0.186,0.059,GO:0046907,BP,13,    intracellular transport,2,"COPZ2,AP2B1,VPS41,TRAPPC6A,RPL18,SYT1,RPS5,P2RX7,SYNGR1,PABPN1,LMF1,RPS16,TGFB1,RPS19,RPL28,RPL19,RPL34,CRYAB,RPS13,RPS12,RPL24,MPV17,RPS15,CHMP3,RPL22,RPS25,RPL5,RPS10,RPL23,RTN2,CITED1,MAP2K2,VPS13C,RPL36,CHMP2A,RPL27,SYT11,RPS15A,BLOC1S1,RTP4,RPL35,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,LYST,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,AKAP6,UCHL1,RPL30,RPL26,RPL29,RFTN2,RHOBTB3,RPL27A,RPL13,TUBA1A,TRAPPC9,RPSA,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,CNIH2,RPLP2,RPS27,ANXA2,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,TTC30A,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,TXNIP"
GO:0006886,1,True,2.2e-14,986,526,78,0.148,0.079,GO:0006886,BP,13,     intracellular protein transport,3,"COPZ2,AP2B1,VPS41,RPL18,RPS5,SYNGR1,PABPN1,RPS16,TGFB1,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,MPV17,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RTN2,RPL36,RPL27,RPS15A,RTP4,RPL35,RPLP1,TP53,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,AKAP6,RPL30,RPL26,RPL29,RFTN2,RPL27A,RPL13,RPSA,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A,TXNIP"
GO:0006605,1,True,9.07e-34,393,526,70,0.133,0.178,GO:0006605,BP,13,      protein targeting,4,"VPS41,RPL18,RPS5,SYNGR1,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,MPV17,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RTP4,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,AKAP6,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,GABARAP,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,NDUFA13,RPS23,RPL14,TOMM7,GSTK1,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0006612,1,True,2.14e-50,168,526,62,0.118,0.369,GO:0006612,BP,13,       protein targeting to membrane,5,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RTP4,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,FIS1,UBA52,RPL41,RPS18,RPS28,RPL36A"
GO:0006613,1,True,5.82e-66,98,526,60,0.114,0.612,GO:0006613,BP,13,        cotranslational protein targeting to membrane,6,"RPL18,RPS5,RPS16,RPS19,RPL28,RPL19,RPL34,RPS13,RPS12,RPL24,RPS15,RPL22,RPS25,RPL5,RPS10,RPL23,RPL36,RPL27,RPS15A,RPL35,RPLP1,RPS11,RPL13A,RPL11,RPS8,RPS27A,RPL32,RPL37,RPL10,RPL7A,RPS3,FAU,RPL30,RPL26,RPL29,RPL27A,RPL13,RPSA,RPS9,RPS21,RPS7,RPL38,RPL4,RPL15,RPLP2,RPS27,RPS23,RPL14,RPL37A,RPL12,RPS4X,RPL23A,RPL10A,RPL39,RPS29,UBA52,RPL41,RPS18,RPS28,RPL36A"
