Term,es,nes,pval,sidak,fdr,geneset_size,leading_edge,term
Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,-0.4818604213531789,-1.7785953800206356,0.07530612208701704,1.0,0.5831298773841734,13,"ACTN4,ITGB3,TIMP1,CD63,TAGLN2,PFN1,CALM1,FAM3C,PPIA,ACTN1",Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005
Platelet Degranulation R-HSA-114608,-0.4818604213531789,-1.7785953800206356,0.07530612208701704,1.0,0.5831298773841734,13,"ACTN4,ITGB3,TIMP1,CD63,TAGLN2,PFN1,CALM1,FAM3C,PPIA,ACTN1",Platelet Degranulation R-HSA-114608
Apoptosis R-HSA-109581,-0.35524945529376756,-1.7749242340470086,0.07591039823935986,1.0,0.5831298773841734,23,"PSMA7,UBB,KPNB1,YWHAZ,BCL2L1,PSMB7,TFDP1,PSMD8,YWHAG,BCAP31,DYNLL1,PLEC",Apoptosis R-HSA-109581
TCR Signaling R-HSA-202403,-0.5605851620860901,-1.7631106255804943,0.07788183347458744,1.0,0.5875944354374022,8,"UBB,PSMB7,PSMD8,CDC34,PSMA7",TCR Signaling R-HSA-202403
Telomere Maintenance R-HSA-157579,-0.4786927796840587,-1.7610494815696116,0.0782300283866364,1.0,0.5875944354374022,13,"POLR2F,RFC2,RPA3,POLR2I,POLR2D,NOP10,POLR2J,NHP2",Telomere Maintenance R-HSA-157579
Metabolism Of RNA R-HSA-8953854,-0.0992859364185071,-1.7467734795607732,0.08067663860797447,1.0,0.5915443403947627,102,"RPL37A,PABPN1,EMG1,TXNL4A,RRP7A,POLR2I,RPSA,POP7,POLR2D,RPL37,RPS29,RBM8A,RPL36AL,PSMA7,RPS21,RPL23A,UBB,RPS11,ALYREF,RPS10,ELAVL1,RPS12,NHP2,RPL36A,LSM10,RPS16,YWHAZ,MAPKAPK2,DDX46,PSMB7,PSMD8,RPL41,SNRPB,HNRNPA2B1,RRP36,NOP10,RAN,RPL29,PHF5A,RPLP2,GEMIN7,POLR2F,BUD31,NOP56,SNRNP25,NXT1,BYSL,LSM2,POLR2J,TRMT112",Metabolism Of RNA R-HSA-8953854
Extension Of Telomeres R-HSA-180786,-0.6581483717744879,-1.7443994146362434,0.08108946701567321,1.0,0.5915443403947627,6,"NOP10,NHP2,RFC2,RPA3",Extension Of Telomeres R-HSA-180786
Degradation Of GLI1 By Proteasome R-HSA-5610780,-0.5566871914515638,-1.742728218492356,0.08138110008389488,1.0,0.5915443403947627,8,"UBB,NUMB,PSMB7,PSMD8,PSMA7",Degradation Of GLI1 By Proteasome R-HSA-5610780
Signaling By TGFB Family Members R-HSA-9006936,-0.37846786633862844,-1.7342803165770166,0.08286835819904903,1.0,0.5959469164101825,20,"FKBP1A,LTBP3,WWTR1,ITGB3,FURIN,TFDP1,DRAP1,SMURF2,NEDD8,PPP1CA",Signaling By TGFB Family Members R-HSA-9006936
Oncogenic MAPK Signaling R-HSA-6802957,-0.6512124429622712,-1.7124461175882482,0.0868144863758924,1.0,0.6134312155464418,6,"ITGB3,CALM1,DUSP6,SPRED2",Oncogenic MAPK Signaling R-HSA-6802957
rRNA Modification In Nucleus And Cytosol R-HSA-6790901,-0.5505849965588409,-1.71081921042594,0.08711449214860711,1.0,0.6134312155464418,8,"TSR3,EMG1,RRP7A,NOP56,RRP36,NOP10,NHP2,TRMT112",rRNA Modification In Nucleus And Cytosol R-HSA-6790901
MAPK Family Signaling Cascades R-HSA-5683057,-0.3321385743292421,-1.6986386405396745,0.08938729118091193,1.0,0.6169097265969617,32,"UBB,DUSP6,CCND3,ETV4,ITGB3,TGFA,BCL2L1,PSMB7,RASA3,PSMD8,SHC1,CALM1,ABHD17C,PPP2CB,DUSP4,SPRED2,ABHD17A,PSMA7",MAPK Family Signaling Cascades R-HSA-5683057
Transcriptional Regulation By RUNX2 R-HSA-8878166,-0.4545121308970044,-1.6983927550478821,0.08943365858950036,1.0,0.6169097265969617,14,"UBB,WWTR1,PSMB7,PSMD8,GSK3B,CCND1,HIVEP3,PSMA7",Transcriptional Regulation By RUNX2 R-HSA-8878166
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,-0.226240228177516,-1.6888904123181279,0.09124043296268836,1.0,0.6230154816442155,69,"SHB,SPRY1,ITGA3,FOSL1,POLR2I,SPRY2,TRIB1,DUSP6,AP2S1,SH2B3,PTPN12,VGF,SH3KBP1,SPRED2,EGR3,MAPKAPK2,TGFA,FGFRL1,ITGB3,FURIN,ITPR3,SHC1,CALM1,ARF6,DUSP4,POLR2J",Signaling By Receptor Tyrosine Kinases R-HSA-9006934
DNA Replication Pre-Initiation R-HSA-69002,-0.4049346451098306,-1.6592560267105272,0.09706421211961014,1.0,0.6320625276820283,17,"UBB,KPNB1,UBE2C,UBE2S,PSMB7,RPA3,PSMD8,MCM7,CDT1,PSMA7",DNA Replication Pre-Initiation R-HSA-69002
APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419,-0.45989241297844374,-1.6572108894297424,0.09747684572605753,1.0,0.6320625276820283,13,"CDC20,UBB,UBE2C,PSMB7,UBE2S,PSMD8,PSMA7",APC:Cdc20 Mediated Degradation Of Cell Cycle Proteins Before Cycle Checkpoint Satisfied R-HSA-179419
Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184,-0.45989241297844374,-1.6572108894297424,0.09747684572605753,1.0,0.6320625276820283,13,"CDC20,UBB,UBE2C,PSMB7,UBE2S,PSMD8,PSMA7",Cdc20:Phospho-APC/C Mediated Degradation Of Cyclin A R-HSA-174184
Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402,-0.587397495165279,-1.6485770535538136,0.09923431291338991,1.0,0.6320625276820283,7,"UBB,LEF1,YWHAZ,CTBP1,CTNNBIP1",Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402
Interleukin-12 Signaling R-HSA-9020591,-0.5866574965612015,-1.6449525273848935,0.09997960134020345,1.0,0.6320625276820283,7,"TCP1,IL10,BOLA2B,HNRNPA2B1,AURKAIP1,PPIA,GSTO1",Interleukin-12 Signaling R-HSA-9020591
Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,-0.5866574965612015,-1.6449525273848935,0.09997960134020345,1.0,0.6320625276820283,7,"TCP1,IL10,BOLA2B,HNRNPA2B1,AURKAIP1,PPIA,GSTO1",Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505
Interleukin-12 Family Signaling R-HSA-447115,-0.5866574965612015,-1.6449525273848935,0.09997960134020345,1.0,0.6320625276820283,7,"TCP1,IL10,BOLA2B,HNRNPA2B1,AURKAIP1,PPIA,GSTO1",Interleukin-12 Family Signaling R-HSA-447115
APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,-0.3894434030286354,-1.6441163788985362,0.100152165330478,1.0,0.6320625276820283,18,"CDC20,UBB,AURKB,UBE2C,UBE2S,PSMB7,AURKA,PSMD8,PLK1,PSMA7",APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143
Signaling By Rho GTPases R-HSA-194315,-0.21714523620438297,-1.6401191096343348,0.1009804038308566,1.0,0.6320625276820283,68,"SPATA13,AURKB,PFN1,CENPN,WIPF1,NUDC,YWHAG,BCAP31,CDC20,ARHGDIA,CDCA8,ARHGEF2,EFHD2,EPHA2,CENPM,TPM3,YWHAZ,ARPC1A,SH3BP1,TUBA1B,PLK1,PAK4,DYNLL1,ZWINT,PRC1,TMPO,ARPC2,KIF2C,CALM1,BIRC5,RHOC,ACTN1",Signaling By Rho GTPases R-HSA-194315
Innate Immune System R-HSA-168249,-0.18640124038329203,-1.629772504932707,0.10314958690100218,1.0,0.6322865475070222,80,"WIPF1,TSPAN14,PLAUR,PSMA7,CSTB,UBB,DUSP6,CSNK2B,KCMF1,ATOX1,PKM,TMC6,PPIA,ATP6V0B,TINAGL1,PYGB,UBE2M,TUBB4B,MAPKAPK2,CANT1,COTL1,ARPC1A,PSMB7,POLR3G,PSMD8,TUBB,DYNLL1,CDC34,IRAK1,PPP2CB,KPNB1,CTSL,ARPC2,POLR2F,CD63,ITPR3,MAP2K3,S100A11,LRRFIP1,BCL2L1,SHC1,CALM1,DUSP4,PDAP1",Innate Immune System R-HSA-168249
Mitotic Prometaphase R-HSA-68877,-0.28699986267045685,-1.6264880233320071,0.10384587911599374,1.0,0.6322865475070222,43,"CEP41,MZT1,AURKB,CENPN,CDK1,NUDC,YWHAG,CDC20,SPC25,CSNK2B,CDCA8,CDCA5,SSNA1,CENPF,CENPM,TUBB4B,PLK1,TUBB,NCAPD2,DYNLL1,RCC2,ZWINT,PPP2CB,KIF2C,MZT2A,BIRC5,NCAPH,TUBG1,MZT2B",Mitotic Prometaphase R-HSA-68877
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",-0.21047040464250966,-1.6263084871338234,0.10388404720713251,1.0,0.6322865475070222,70,"SPATA13,AURKB,PFN1,CENPN,WIPF1,NUDC,YWHAG,BCAP31,CDC20,ARHGDIA,CDCA8,ARHGEF2,EFHD2,EPHA2,CENPM,TPM3,YWHAZ,ARPC1A,SH3BP1,TUBA1B,PLK1,PAK4,DYNLL1,ZWINT,PRC1,TMPO,ARPC2,KIF2C,CALM1,BIRC5,RHOC,ACTN1","Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542"
Cell Surface Interactions At Vascular Wall R-HSA-202733,0.5054390109014246,1.620081085423937,0.10521485991821411,1.0,0.6322865475070222,15,"SDC1,ITGA6,FCER1G,SDC3",Cell Surface Interactions At Vascular Wall R-HSA-202733
Phase II - Conjugation Of Compounds R-HSA-156580,-0.6567356919804624,-1.6178595485789278,0.10569286962765312,1.0,0.6322865475070222,5,"TRMT112,PRNP,MAT2A,GSTO1",Phase II - Conjugation Of Compounds R-HSA-156580
Cargo Trafficking To Periciliary Membrane R-HSA-5620920,0.6999040439904947,1.6070732356750648,0.10803830367040712,1.0,0.640648186677151,5,"SMOX,CCT5",Cargo Trafficking To Periciliary Membrane R-HSA-5620920
Mitochondrial Protein Import R-HSA-1268020,-0.4595078563707762,-1.5850156387418541,0.11296278111663738,1.0,0.6640246959551901,12,"CHCHD2,TIMM10,TIMM50,COA4,TOMM5,COX17,TIMM13,COA6",Mitochondrial Protein Import R-HSA-1268020
Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,-0.6212519074541802,-1.5743606040774656,0.11540410620192887,1.0,0.6725273775215855,6,"NPAS2,FHL2,ANGPTL4,ALAS1",Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206
NGF-stimulated Transcription R-HSA-9031628,-0.570151306740019,-1.564165699393754,0.11777866016838545,1.0,0.6804989254173381,7,"EGR3,TRIB1,FOSL1,ID1,VGF,NAB2,RNASEH2A",NGF-stimulated Transcription R-HSA-9031628
G2/M Transition R-HSA-69275,-0.294823177878823,-1.559326224463395,0.11891918787545341,1.0,0.6812658559644619,36,"CEP41,MZT1,FOXM1,PHLDA1,CDK1,YWHAG,PSMA7,UBB,SSNA1,CDC25B,CENPF,TPX2,TUBB4B,PSMB7,PLK1,PSMD8,TUBB,DYNLL1,PPP2CB,GTSE1,MZT2A,AURKA,TUBG1,MZT2B",G2/M Transition R-HSA-69275
RHO GTPase Effectors R-HSA-195258,-0.28551673210528833,-1.5463656493208822,0.12201628524828378,1.0,0.687744378798766,39,"AURKB,PFN1,CENPN,WIPF1,NUDC,YWHAG,CDC20,SPC25,CDCA8,CENPF,CENPM,YWHAZ,ARPC1A,PLK1,DYNLL1,RCC2,ZWINT,PPP2CB,PRC1,ARPC2,KIF2C,CALM1,BIRC5,RHOC",RHO GTPase Effectors R-HSA-195258
Cell Cycle Checkpoints R-HSA-69620,-0.25471602239918745,-1.5460818525099003,0.12208480097019514,1.0,0.687744378798766,49,"AURKB,UBE2C,RFC2,CENPN,CDK1,NUDC,YWHAG,PSMA7,CDC20,UBB,SPC25,UBE2S,CDCA8,MCM7,CENPF,CENPM,YWHAZ,PSMB7,PLK1,PSMD8,DYNLL1,RCC2,ZWINT,PPP2CB,GTSE1,CHEK1,KIF2C,RPA3,BIRC5",Cell Cycle Checkpoints R-HSA-69620
Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210,-0.43625265044788875,-1.5278199202784326,0.12655725496267967,1.0,0.696319180917622,13,"UBB,POLR2F,RFC2,RPA3,POLR2I,POLR2D,POLR2J",Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210
Gap-filling DNA Repair Synthesis And Ligation In GG-NER R-HSA-5696397,-0.6333372127031583,-1.5121814323503613,0.13048771321556574,1.0,0.696319180917622,5,"UBB,RFC2,RPA3",Gap-filling DNA Repair Synthesis And Ligation In GG-NER R-HSA-5696397
Termination Of Translesion DNA Synthesis R-HSA-5656169,-0.6333372127031583,-1.5121814323503613,0.13048771321556574,1.0,0.696319180917622,5,"UBB,RFC2,RPA3",Termination Of Translesion DNA Synthesis R-HSA-5656169
Hh Mutants Are Degraded By ERAD R-HSA-5362768,-0.5594093866653138,-1.5116973815702388,0.13061086505901254,1.0,0.696319180917622,7,"PSMD8,UBB,PSMB7,PSMA7",Hh Mutants Are Degraded By ERAD R-HSA-5362768
Hh Mutants Abrogate Ligand Secretion R-HSA-5387390,-0.5594093866653138,-1.5116973815702388,0.13061086505901254,1.0,0.696319180917622,7,"PSMD8,UBB,PSMB7,PSMA7",Hh Mutants Abrogate Ligand Secretion R-HSA-5387390
Hedgehog Ligand Biogenesis R-HSA-5358346,-0.5594093866653138,-1.5116973815702388,0.13061086505901254,1.0,0.696319180917622,7,"PSMD8,UBB,PSMB7,PSMA7",Hedgehog Ligand Biogenesis R-HSA-5358346
Mitotic G2-G2/M Phases R-HSA-453274,-0.2835258083200922,-1.5075601165266024,0.13166714688633108,1.0,0.696319180917622,37,"CEP41,MZT1,FOXM1,PHLDA1,CDK1,YWHAG,PSMA7,UBB,SSNA1,CDC25B,CENPF,TPX2,TUBB4B,PSMB7,PLK1,PSMD8,TUBB,DYNLL1,PPP2CB,GTSE1,MZT2A,AURKA,TUBG1,MZT2B",Mitotic G2-G2/M Phases R-HSA-453274
Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,-0.5571417874163057,-1.500637133425569,0.1334494414093257,1.0,0.696319180917622,7,"UBB,PSMB7,PSMD8,HIF1A,PSMA7",Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176
Signaling By TGF-beta Receptor Complex R-HSA-170834,-0.3517082937346517,-1.494201656693567,0.1351229197369077,1.0,0.696319180917622,19,"FKBP1A,LTBP3,WWTR1,ITGB3,FURIN,TFDP1,SMURF2,NEDD8,PPP1CA",Signaling By TGF-beta Receptor Complex R-HSA-170834
Nucleotide Salvage R-HSA-8956321,0.6755313700188874,1.4871236952074822,0.1369821443611392,1.0,0.696319180917622,5,"SCO2,UCK2",Nucleotide Salvage R-HSA-8956321
P75 NTR Receptor-Mediated Signaling R-HSA-193704,-0.6011190900508663,-1.4817360077237138,0.13841055211577102,1.0,0.696319180917622,6,"ARHGEF2,IRAK1,UBB,ARHGDIA",P75 NTR Receptor-Mediated Signaling R-HSA-193704
Cytokine Signaling In Immune System R-HSA-1280215,-0.20654675189323188,-1.4778869810234503,0.13943803156209134,1.0,0.696319180917622,59,"IFNGR2,MT2A,TNFRSF12A,CCND1,AURKAIP1,STX1A,PSMA7,LIF,UBB,DUSP6,SH2B3,PTPN12,PPIA,UBE2M,YWHAZ,TIMP1,MAPKAPK2,PSMB7,IL11,BOLA2B,PSMD8,IRAK1,PPP2CB,GSTO1,KPNB1,MAP2K3,BCL2L1,IL10,IL19,SHC1,BIRC5,MCL1,DUSP4",Cytokine Signaling In Immune System R-HSA-1280215
Protein Localization R-HSA-9609507,-0.30882118254241486,-1.4764423022203594,0.13982519361825574,1.0,0.696319180917622,23,"UBB,CHCHD2,TIMM10,TIMM50,FIS1,STX1A,COA4,TOMM5,COX17,ACOX2,TIMM13,PRNP,COA6",Protein Localization R-HSA-9609507
Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517,-0.4001777124991421,-1.4751730624126702,0.14016602163231218,1.0,0.696319180917622,15,"NDUFAF2,COA1,COX8A,NDUFV3,COX20,SLC16A3,UQCRH,UQCR10,NDUFA11,LDHA,NDUFS6",Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517
AURKA Activation By TPX2 R-HSA-8854518,-0.3851624512922819,-1.4671407046323752,0.1423377831458834,1.0,0.696319180917622,16,"CEP41,TUBB4B,SSNA1,AURKA,PLK1,YWHAG,DYNLL1,TUBB,TUBG1,TPX2",AURKA Activation By TPX2 R-HSA-8854518
RAS Processing R-HSA-9648002,-0.6227827111679024,-1.4645837166114248,0.1430345272751974,1.0,0.696319180917622,5,"CALM1,ABHD17A,BCL2L1,ABHD17C",RAS Processing R-HSA-9648002
Interleukin-1 Signaling R-HSA-9020702,-0.5032858855165834,-1.4643288697887873,0.14310411270491152,1.0,0.696319180917622,8,"UBB,PSMB7,PSMD8,IRAK1,PSMA7",Interleukin-1 Signaling R-HSA-9020702
Metabolism Of Lipids R-HSA-556833,-0.27005466141453327,-1.463905658911301,0.14321972699406182,1.0,0.696319180917622,39,"SYNJ2,FHL2,KPNB1,PPP1CA,INPP5F,CSNK2B,VDR,MGLL,MAPKAPK2,RAN,ACOT7,NPAS2,ALAS1,ANGPTL4,CERK,CD163L1,GPX1,UBE2I",Metabolism Of Lipids R-HSA-556833
Translesion Synthesis By POLH R-HSA-110320,-0.6223372801114185,-1.4625766321668439,0.14358326127068044,1.0,0.696319180917622,5,"UBB,RFC2,RPA3",Translesion Synthesis By POLH R-HSA-110320
Complex I Biogenesis R-HSA-6799198,-0.5025073250141721,-1.4602982806501055,0.1442081143912235,1.0,0.696319180917622,8,"NDUFAF2,COA1,NDUFV3,NDUFA11,NDUFS6",Complex I Biogenesis R-HSA-6799198
Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407,-0.6190829958157709,-1.4479179398970987,0.14764000174101755,1.0,0.7044604573028563,5,"CDC20,UBE2C,UBE2S",Conversion From APC/C:Cdc20 To APC/C:Cdh1 In Late Anaphase R-HSA-176407
Assembly Of Pre-Replicative Complex R-HSA-68867,-0.4079752508175771,-1.4433627324856029,0.1489183165607113,1.0,0.7044604573028563,14,"UBB,KPNB1,UBE2C,UBE2S,PSMB7,PSMD8,MCM7,CDT1,PSMA7",Assembly Of Pre-Replicative Complex R-HSA-68867
Negative Regulation Of MAPK Pathway R-HSA-5675221,-0.4990348088814754,-1.442337877541346,0.1492070796400209,1.0,0.7044604573028563,8,"DUSP4,UBB,DUSP6,PPP2CB",Negative Regulation Of MAPK Pathway R-HSA-5675221
Signaling By FGFR2 R-HSA-5654738,-0.3935073387739063,-1.438614248464502,0.15025984710246632,1.0,0.7044604573028563,15,"UBB,POLR2F,POLR2I,SHC1,POLR2D,POLR2J,SPRY2,PPP2CB",Signaling By FGFR2 R-HSA-5654738
Circadian Clock R-HSA-400253,-0.49773848930990827,-1.4356404305135209,0.15110468388892628,1.0,0.7044604573028563,8,"UBB,HIF1A,CREM,NPAS2,PPP1CA",Circadian Clock R-HSA-400253
Diseases Of Metabolism R-HSA-5668914,0.48762688042750535,1.4118399595136428,0.1579970896137428,1.0,0.7218295675257955,14,"SDC1,ALG13,GALE,SDC3,CD320",Diseases Of Metabolism R-HSA-5668914
Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139,-0.447107720399208,-1.4031223703744178,0.16058035141298044,1.0,0.7218295675257955,9,"CCND1,UBE2C,UBE2S,TFDP1",Aberrant Regulation Of Mitotic Cell Cycle Due To RB1 Defects R-HSA-9687139
Diseases Of Mitotic Cell Cycle R-HSA-9675126,-0.447107720399208,-1.4031223703744178,0.16058035141298044,1.0,0.7218295675257955,9,"CCND1,UBE2C,UBE2S,TFDP1",Diseases Of Mitotic Cell Cycle R-HSA-9675126
Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314,-0.5828178418354684,-1.39787353776196,0.16215104639266675,1.0,0.7218295675257955,6,"UBB,RFC2,RPA3",Recognition Of DNA Damage By PCNA-containing Replication Complex R-HSA-110314
Beta-catenin Independent WNT Signaling R-HSA-3858494,-0.3046675214640802,-1.3957408723068847,0.16279254146805044,1.0,0.7218295675257955,22,"GNG5,GNB1,UBB,LEF1,GNG4,AP2S1,ITPR3,PFN1,PSMB7,PSMD8,CALM1,SMURF2,PSMA7",Beta-catenin Independent WNT Signaling R-HSA-3858494
Mitochondrial Translation Elongation R-HSA-5389840,-0.3710843597669168,-1.3892234949286835,0.16476479940206,1.0,0.7218295675257955,16,"MRPL52,MRPL14,MRPL51,GADD45GIP1,AURKAIP1,MRPL41",Mitochondrial Translation Elongation R-HSA-5389840
Mitochondrial Translation Termination R-HSA-5419276,-0.3710843597669168,-1.3892234949286835,0.16476479940206,1.0,0.7218295675257955,16,"MRPL52,MRPL14,MRPL51,GADD45GIP1,AURKAIP1,MRPL41",Mitochondrial Translation Termination R-HSA-5419276
Mitochondrial Translation Initiation R-HSA-5368286,-0.3710843597669168,-1.3892234949286835,0.16476479940206,1.0,0.7218295675257955,16,"MRPL52,MRPL14,MRPL51,GADD45GIP1,AURKAIP1,MRPL41",Mitochondrial Translation Initiation R-HSA-5368286
Mitochondrial Translation R-HSA-5368287,-0.3710843597669168,-1.3892234949286835,0.16476479940206,1.0,0.7218295675257955,16,"MRPL52,MRPL14,MRPL51,GADD45GIP1,AURKAIP1,MRPL41",Mitochondrial Translation R-HSA-5368287
Assembly Of HIV Virion R-HSA-175474,-0.6054855703922519,-1.3867819626595532,0.16550825882618092,1.0,0.7218295675257955,5,"UBB,FURIN,PPIA",Assembly Of HIV Virion R-HSA-175474
Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202,-0.39582145834420474,-1.3784799719824128,0.16805514727061865,1.0,0.7237952469321599,14,"UBB,ITPR3,PSMB7,PSMD8,CALM1,SHC1,CDC34,PSMA7",Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202
DNA Replication R-HSA-69306,-0.31982822028469204,-1.3776769456874745,0.16830305237057042,1.0,0.7237952469321599,20,"UBB,KPNB1,UBE2C,RFC2,UBE2S,PSMB7,RPA3,PSMD8,MCM7,CDT1,PSMA7",DNA Replication R-HSA-69306
Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927,-0.5307064394585258,-1.3722995980688744,0.16997019071664643,1.0,0.7237952469321599,7,"UBB,KHDRBS3,CCND1,HIF1A,BCAR1",Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927
Resolution Of Sister Chromatid Cohesion R-HSA-2500257,-0.2949350234277453,-1.3710140579936114,0.17037057375395248,1.0,0.7237952469321599,26,"CDC20,CENPM,SPC25,KIF2C,AURKB,CENPN,CDCA8,CDK1,NUDC,CDCA5,PLK1,BIRC5,DYNLL1,CENPF,RCC2,ZWINT,PPP2CB",Resolution Of Sister Chromatid Cohesion R-HSA-2500257
ABC Transporter Disorders R-HSA-5619084,-0.5297519184805249,-1.3676919469732502,0.1714085217231216,1.0,0.7237952469321599,7,"PSMD8,UBB,PSMB7,PSMA7",ABC Transporter Disorders R-HSA-5619084
S Phase R-HSA-69242,-0.2995336190843796,-1.3645860633840465,0.17238318750899073,1.0,0.7237952469321599,27,"CKS1B,UBB,UBE2C,RFC2,UBE2S,TFDP1,PSMB7,CCND1,CDC25B,PSMD8,GSK3B,RPA3,MCM7,CDT1,PSMA7",S Phase R-HSA-69242
Metabolism Of Fat-Soluble Vitamins R-HSA-6806667,0.6300791474728138,1.3552687510347516,0.17533194725216283,1.0,0.7316320761880375,6,"SDC1,SDC3",Metabolism Of Fat-Soluble Vitamins R-HSA-6806667
SARS-CoV Infections R-HSA-9679506,-0.18240765650855523,-1.3306478375796056,0.1833049140885894,1.0,0.7561743871058537,53,"FKBP1A,UBE2I,CTSL,RPS16,AP2S1,YWHAZ,FURIN,RPS10,RPS12,RPSA,SH3KBP1,YWHAG,GSK3B,TUBB,IFNGR2,RPS29,GANAB,RPS21",SARS-CoV Infections R-HSA-9679506
Meiotic Synapsis R-HSA-1221632,0.6435879517885371,1.3281044663652546,0.1841435981812709,1.0,0.7561743871058537,5,"SUN1,DIDO1",Meiotic Synapsis R-HSA-1221632
Regulation Of TP53 Degradation R-HSA-6804757,-0.5908193237967048,-1.3211123060560026,0.18646392039606297,1.0,0.7561743871058537,5,"CDK1,UBB,PPP2CB",Regulation Of TP53 Degradation R-HSA-6804757
Regulation Of TP53 Expression And Degradation R-HSA-6806003,-0.5908193237967048,-1.3211123060560026,0.18646392039606297,1.0,0.7561743871058537,5,"CDK1,UBB,PPP2CB",Regulation Of TP53 Expression And Degradation R-HSA-6806003
Mitotic G1 Phase And G1/S Transition R-HSA-453279,-0.2959691127968345,-1.3194613280961622,0.1870149305219826,1.0,0.7561743871058537,28,"CKS1B,TOP2A,UBB,CCND3,CDKN2D,RRM2,PSMB7,TFDP1,CDK1,CCND1,PSMD8,RPA3,MCM7,CDT1,PPP2CB,PSMA7",Mitotic G1 Phase And G1/S Transition R-HSA-453279
Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408,-0.3703182090666857,-1.314023973868272,0.18883813660290372,1.0,0.7561743871058537,15,"CDC20,UBB,UBE2C,PSMB7,UBE2S,PSMD8,PLK1,PSMA7",Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408
ABC-family Proteins Mediated Transport R-HSA-382556,-0.4306807398822628,-1.313413660758987,0.18904359677646343,1.0,0.7561743871058537,9,"UBB,EIF2S2,PSMB7,PSMD8,PSMA7",ABC-family Proteins Mediated Transport R-HSA-382556
G1/S Transition R-HSA-69206,-0.2691068626547934,-1.2917646391789277,0.19643866459458326,1.0,0.7796895893810928,24,"CKS1B,UBB,RRM2,PSMB7,TFDP1,RPA3,CCND1,PSMD8,MCM7,CDT1,PPP2CB,PSMA7",G1/S Transition R-HSA-69206
Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,0.6173832313550978,1.2894860261982022,0.19722917127835338,1.0,0.7796895893810928,6,SIGLEC9,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933
Nuclear Envelope (NE) Reassembly R-HSA-2995410,-0.38810405349054444,-1.2722879882609073,0.2032708148167166,1.0,0.7959553996185551,13,"UBE2I,TMPO,KPNB1,TUBB4B,TUBA1B,TUBB,RAN,TUBA1C",Nuclear Envelope (NE) Reassembly R-HSA-2995410
Neddylation R-HSA-8951664,0.39008261655461024,1.2678153403867263,0.20486390261129594,1.0,0.7959553996185551,21,"WDR5,WSB2,COPS6",Neddylation R-HSA-8951664
Interferon Signaling R-HSA-913531,-0.4649089761408645,-1.2677812104064068,0.20487609398465767,1.0,0.7959553996185551,8,"UBB,KPNB1,NUP188,POM121,MT2A,FLNB,IFNGR2",Interferon Signaling R-HSA-913531
Programmed Cell Death R-HSA-5357801,-0.27269984850050427,-1.2527613426588662,0.21029257406600044,1.0,0.8123301718206646,26,"PSMA7,UBB,KPNB1,YWHAZ,BCL2L1,PSMB7,TFDP1,PSMD8,YWHAG,BCAP31,DYNLL1,PLEC",Programmed Cell Death R-HSA-5357801
Switching Of Origins To A Post-Replicative State R-HSA-69052,-0.38275266954939263,-1.2449003822772442,0.21316837037098413,1.0,0.8144734682437058,13,"UBB,UBE2C,PSMB7,UBE2S,PSMD8,MCM7,CDT1,PSMA7",Switching Of Origins To A Post-Replicative State R-HSA-69052
